"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Contrast"
"cg11855615",2.95160604652991,-1.88204678620696,5.72295578057545,2.79729511982839e-05,0.00089974619516426,2.69039011762557,"Blood_vs_Saliva"
"cg25124300",2.06160386808299,-1.22444861193984,5.71514254322635,2.84061780412919e-05,0.00091244784040328,2.67550921162686,"Blood_vs_Saliva"
"cg20407483",1.84818607255692,1.82051681150233,5.71352114385193,2.84969466765746e-05,0.000914129817784136,2.67242007947418,"Blood_vs_Saliva"
"cg15247093",1.84953389223215,1.43715339207013,5.71090665184373,2.86439422359757e-05,0.000917255543354394,2.6674381194031,"Blood_vs_Saliva"
"cg05976283",2.16839868443479,-1.22730805555021,5.71041873193235,2.86714614005407e-05,0.000917255543354394,2.66650827538207,"Blood_vs_Saliva"
"cg13852284",2.36886660641501,-1.57522692469859,5.70098047003613,2.92091993938828e-05,0.000933204515400265,2.64851504938454,"Blood_vs_Saliva"
"cg14016554",1.88682283614445,1.64460884857445,5.69765829243766,2.94009490640304e-05,0.000937802921147026,2.64217869539319,"Blood_vs_Saliva"
"cg24575128",2.20133457714845,-1.07258793214804,5.69677515909445,2.94521403611849e-05,0.000937802921147026,2.64049404976314,"Blood_vs_Saliva"
"cg19561297",2.01224097476961,-0.947478585216913,5.69644452367974,2.94713295108804e-05,0.000937802921147026,2.639863309435,"Blood_vs_Saliva"
"cg20277282",2.39312540338125,1.91461076281541,5.69447683711686,2.95857960685766e-05,0.000940188408577116,2.63610932015896,"Blood_vs_Saliva"
"cg12118504",2.39147730160675,-1.96243248006829,5.69329117784389,2.96549913639012e-05,0.000941130805924769,2.63384704087717,"Blood_vs_Saliva"
"cg02343823",2.53177303132184,-1.43922381578112,5.69053840193503,2.98162895306652e-05,0.000943946127485868,2.62859390539408,"Blood_vs_Saliva"
"cg04605980",3.44495370723004,-0.955842019652205,5.69042389631958,2.982301856438e-05,0.000943946127485868,2.62837537128552,"Blood_vs_Saliva"
"cg24915592",2.32769828330569,-0.797486980825982,5.68958668788839,2.9872265639523e-05,0.000944249225434165,2.62677750338723,"Blood_vs_Saliva"
"cg05162858",2.66732085647841,-2.5200130135217,5.68727093468332,3.00089232742809e-05,0.000946192070751294,2.62235723460544,"Blood_vs_Saliva"
"cg15167202",2.11068371628571,-1.51087218646833,5.68719805141727,3.00132347457032e-05,0.000946192070751294,2.62221810439708,"Blood_vs_Saliva"
"cg09412728",2.3767890607613,-0.961837547284341,5.68560879468942,3.01074079031073e-05,0.000947905453584337,2.61918411856522,"Blood_vs_Saliva"
"cg11412713",2.068479069849,-1.17039291749559,5.68430871589849,3.01846725397903e-05,0.000949082662869339,2.61670193361207,"Blood_vs_Saliva"
"cg16086730",-2.15188880066254,1.6678623294132,-5.68360444165581,3.022661360778e-05,0.000949147568723455,2.61535719628601,"Blood_vs_Saliva"
"cg10583319",1.94161407387988,-1.21875359591141,5.67901952536612,3.05011315487281e-05,0.000956382551092061,2.60660112434833,"Blood_vs_Saliva"
"cg01620165",2.25653063680282,-1.87151036687755,5.67841728955519,3.0537380843205e-05,0.000956382551092061,2.6054507872997,"Blood_vs_Saliva"
"cg24668061",3.85935242728029,2.63551857471159,5.67372825646319,3.08211463642862e-05,0.000962807399713549,2.59649252044962,"Blood_vs_Saliva"
"cg02059176",3.24204072832742,-2.23605914916457,5.67351144356936,3.08343329134297e-05,0.000962807399713549,2.59607823284282,"Blood_vs_Saliva"
"cg19474888",-1.87775635557976,1.48117684084818,-5.6730259965699,3.08638789169581e-05,0.000962807399713549,2.59515061402422,"Blood_vs_Saliva"
"cg18926797",2.89955259829902,-1.62990652427701,5.67188744771643,3.09332897998524e-05,0.000963709638502732,2.59297488608984,"Blood_vs_Saliva"
"cg02287710",2.3007565938831,-1.43352422420437,5.66688028594032,3.12404678458422e-05,0.00097200734074083,2.58340427206591,"Blood_vs_Saliva"
"cg20981848",3.76060525456591,-2.98902780755064,5.66311127964791,3.14737657077862e-05,0.000977987691092332,2.57619799519922,"Blood_vs_Saliva"
"cg18329187",3.01123053623913,-1.78178477941008,5.66035497750131,3.16455171193568e-05,0.000982042501271096,2.57092676671437,"Blood_vs_Saliva"
"cg05162166",2.16436532729772,-1.52799030266814,5.65796827885386,3.17950198691056e-05,0.000985397217349546,2.56636154270709,"Blood_vs_Saliva"
"cg03221483",2.33493201211347,-1.83367112254971,5.65361490568136,3.20695972377026e-05,0.000992614503838488,2.55803251168147,"Blood_vs_Saliva"
"cg16775598",-1.90627663189281,1.94827858678637,-5.65247133367016,3.21421304418984e-05,0.000993567517893591,2.55584416101352,"Blood_vs_Saliva"
"cg11147155",2.12213685379055,-1.78211596109526,5.6479035804273,3.24335433361661e-05,0.00100020007598706,2.54710149124776,"Blood_vs_Saliva"
"cg03513643",2.15430078065846,2.19124236968082,5.64779133622167,3.2440738537182e-05,0.00100020007598706,2.54688662041371,"Blood_vs_Saliva"
"cg12671632",-2.42978033643419,1.41287600806143,-5.64503116696006,3.26181937191738e-05,0.00100437030647319,2.54160224727913,"Blood_vs_Saliva"
"cg03322353",2.22348262981308,-1.30418316087236,5.64213786876982,3.28052846717045e-05,0.001008826079788,2.53606188780487,"Blood_vs_Saliva"
"cg26607031",2.20655105947294,-1.49122053452219,5.64093723919271,3.28832467581173e-05,0.00100991876043446,2.53376247611216,"Blood_vs_Saliva"
"cg21272996",2.57305731687648,-2.19943045952964,5.64003251893734,3.29421205940042e-05,0.00101042313708568,2.53202965245652,"Blood_vs_Saliva"
"cg16689761",2.61377153791787,-2.08323286856756,5.63887897371922,3.30173444354299e-05,0.00101142706853552,2.52982008990382,"Blood_vs_Saliva"
"cg01464186",-2.28974962175391,2.04396847134292,-5.63692287450899,3.314530942335e-05,0.00101404197287221,2.52607286022031,"Blood_vs_Saliva"
"cg26052586",3.4750318972496,-2.41332442744968,5.62980365353619,3.36153790715946e-05,0.00102676063257663,2.51243044847435,"Blood_vs_Saliva"
"cg16150752",4.42312319511104,-3.98601418912801,5.62932378104714,3.36473108734463e-05,0.00102676063257663,2.51151063236963,"Blood_vs_Saliva"
"cg26540191",2.11844335476621,1.16146287310757,5.61914941763558,3.43317603306374e-05,0.00104630545376419,2.49200116388838,"Blood_vs_Saliva"
"cg27309392",2.49436108191903,-1.2341920077624,5.61837830224718,3.4384217491256e-05,0.00104656412369166,2.49052197087917,"Blood_vs_Saliva"
"cg15527515",2.61750102105449,-2.10554231456268,5.6152834940047,3.4595584154995e-05,0.0010516527382595,2.48458454465109,"Blood_vs_Saliva"
"cg02959939",2.35185085297697,1.92883671713576,5.61447951411925,3.4650712969966e-05,0.00105198503840705,2.48304188847024,"Blood_vs_Saliva"
"cg15356529",-1.97428322964751,1.47307105486003,-5.60930573884745,3.50076553415977e-05,0.00106146778654867,2.4731124969326,"Blood_vs_Saliva"
"cg02565132",2.96766937379558,1.70404826262305,5.60798660819436,3.50992691116008e-05,0.00106289160737191,2.47058027492997,"Blood_vs_Saliva"
"cg20326647",3.19639167829077,2.13205611515282,5.60149933546029,3.55534269044266e-05,0.00107347537463294,2.45812380829133,"Blood_vs_Saliva"
"cg00357551",2.23033288681574,-1.57275783059406,5.60141345295492,3.55594798560525e-05,0.00107347537463294,2.45795886398885,"Blood_vs_Saliva"
"cg16569650",2.28786254695104,-1.03334391846154,5.60076185813223,3.56054385765185e-05,0.00107347537463294,2.45670739111912,"Blood_vs_Saliva"
"cg25936902",2.06737731587402,-1.46386157316181,5.60021965340825,3.5643728473024e-05,0.00107347537463294,2.45566597273478,"Blood_vs_Saliva"
"cg04988729",1.81536056294573,1.23722781192265,5.59952730249035,3.5692683344732e-05,0.00107347537463294,2.45433610956192,"Blood_vs_Saliva"
"cg24405567",2.30652334726769,-1.61987439418496,5.59915026483873,3.57193721834002e-05,0.00107347537463294,2.45361187100381,"Blood_vs_Saliva"
"cg03544320",4.74723963567007,-3.71130543484376,5.59474600445303,3.60326609845365e-05,0.00108152509048416,2.44515046660993,"Blood_vs_Saliva"
"cg22033476",2.345828703557,-1.25895603465414,5.58969451160994,3.63954852259732e-05,0.00109103947021236,2.43544240494402,"Blood_vs_Saliva"
"cg04426802",4.0988446931905,1.10950527444657,5.58751438620967,3.65532363478728e-05,0.00109439010258122,2.43125153932337,"Blood_vs_Saliva"
"cg06489037",2.12760785026523,-0.941123352725233,5.57820716616455,3.72346758807714e-05,0.00111339165240467,2.41335307133096,"Blood_vs_Saliva"
"cg22626169",2.180547696001,-1.60797222234102,5.57704242820986,3.73208721810289e-05,0.00111456888287685,2.41111237937188,"Blood_vs_Saliva"
"cg01662869",1.89054043053497,-1.56980880621554,5.57547926145423,3.74368780198169e-05,0.00111663229401965,2.40810491590633,"Blood_vs_Saliva"
"cg05604874",2.22653257924233,-1.63965270164567,5.5721812126568,3.76828558621607e-05,0.00112256237200394,2.40175854627599,"Blood_vs_Saliva"
"cg15361231",2.62903653487139,-1.2611997740215,5.56780699112909,3.80116740443652e-05,0.00112969433108378,2.39333908055194,"Blood_vs_Saliva"
"cg10403171",3.99374949652026,2.14537070733025,5.56773394513683,3.8017190118398e-05,0.00112969433108378,2.39319846057216,"Blood_vs_Saliva"
"cg10244976",-3.86631251085314,1.67510422208433,-5.56560377992771,3.81784136387389e-05,0.00113307057534821,2.38909739195099,"Blood_vs_Saliva"
"cg02705958",3.12045110984244,-1.80584238692771,5.56174716530224,3.84721030636054e-05,0.00114030554488848,2.38167096511609,"Blood_vs_Saliva"
"cg10692363",2.3176315655507,-1.11512601739455,5.56114708961858,3.85180093307426e-05,0.00114030554488848,2.38051526122077,"Blood_vs_Saliva"
"cg25938803",2.73867829341181,-1.60831629156081,5.55954112682256,3.86411451116691e-05,0.00114252985832043,2.37742205328065,"Blood_vs_Saliva"
"cg14989988",2.07359167159585,-1.12827234433277,5.55658265982633,3.8869047765357e-05,0.00114784252470351,2.37172292033192,"Blood_vs_Saliva"
"cg00593773",2.65485208958974,2.86358864642835,5.55591018095251,3.89210447740541e-05,0.00114795378898641,2.37042730790948,"Blood_vs_Saliva"
"cg22716949",-1.84375894352735,1.67952840600456,-5.55071220990429,3.93253892134967e-05,0.00115844420056887,2.36041075738444,"Blood_vs_Saliva"
"cg05954830",2.44828406977431,-1.77118569346482,5.54815357974276,3.95260120908356e-05,0.00116291488230664,2.35547893030824,"Blood_vs_Saliva"
"cg17567562",2.76929136320604,-0.943089451890221,5.54630530449788,3.96715927609832e-05,0.00116575709987274,2.35191579095075,"Blood_vs_Saliva"
"cg11485152",2.73766529862984,-1.80130590128321,5.5352431808102,4.05545527965788e-05,0.00119023361980785,2.33058056556529,"Blood_vs_Saliva"
"cg14353573",-1.55997297058621,2.0975347348288,-5.53295624992318,4.07396075532243e-05,0.00119419228938651,2.32616780335838,"Blood_vs_Saliva"
"cg23933241",2.40429956147548,-1.2222664744544,5.52831122042808,4.11181630571898e-05,0.00120380629408023,2.317202830491,"Blood_vs_Saliva"
"cg08063125",5.47940826525314,-5.11412327829841,5.5218982015997,4.16467783572286e-05,0.00121778454356112,2.30482093548742,"Blood_vs_Saliva"
"cg18924324",3.37591330314052,-2.81738366936395,5.51804921943344,4.19674065648135e-05,0.001224291452346,2.29738693587637,"Blood_vs_Saliva"
"cg16678522",2.1998433288708,-1.17725767572888,5.51799214783076,4.19721798636389e-05,0.001224291452346,2.2972766919921,"Blood_vs_Saliva"
"cg08827454",2.61777494664929,-2.20085171462407,5.51389133802495,4.23166297327941e-05,0.0012328279325581,2.2893541318788,"Blood_vs_Saliva"
"cg07268332",2.16898037853251,-1.45702312516432,5.51276938112178,4.24113763350471e-05,0.00123407772558287,2.28718618185878,"Blood_vs_Saliva"
"cg17550566",2.05942041000608,-0.832183933655865,5.51159166407498,4.25110672298186e-05,0.00123546815897942,2.28491030893035,"Blood_vs_Saliva"
"cg20100745",3.18341304619528,-2.55074281647427,5.50858825613505,4.27663943484911e-05,0.00124137282717413,2.27910556484537,"Blood_vs_Saliva"
"cg15555527",2.55859409221827,1.28818739599586,5.50713780528176,4.2890266770165e-05,0.00124227530965608,2.27630182665055,"Blood_vs_Saliva"
"cg13829680",2.44169710387902,2.55623185531311,5.50700216436879,4.29018697814174e-05,0.00124227530965608,2.27603961708879,"Blood_vs_Saliva"
"cg12649238",2.66522861008308,-0.749567175921986,5.50606885731744,4.29817946952633e-05,0.00124241605241461,2.27423536124595,"Blood_vs_Saliva"
"cg12262378",4.00044749248302,-1.51213619078191,5.50572679294867,4.30111262578623e-05,0.00124241605241461,2.27357405868687,"Blood_vs_Saliva"
"cg12994228",2.40349840595512,-1.0567652928411,5.50464025055872,4.31044328643471e-05,0.00124360207398447,2.27147337780076,"Blood_vs_Saliva"
"cg21887193",3.88988405647497,-2.57578264206633,5.50392011662955,4.31663892630111e-05,0.00124388183685011,2.27008101218593,"Blood_vs_Saliva"
"cg19305938",-1.60140154246229,2.03441555529464,-5.50024450132547,4.34840533739684e-05,0.00125152048174993,2.26297321928688,"Blood_vs_Saliva"
"cg03337575",-1.58926319211797,2.07429214433753,-5.49842332751931,4.36423403539502e-05,0.00125455916075449,2.25945083322644,"Blood_vs_Saliva"
"cg25670076",2.47048319039421,-0.825460553354701,5.49614978782178,4.38407791736711e-05,0.00125727035563248,2.25505290364081,"Blood_vs_Saliva"
"cg19499884",2.36690388797257,-1.27459064223112,5.49613241866459,4.38422987637575e-05,0.00125727035563248,2.25501930218267,"Blood_vs_Saliva"
"cg08560074",2.99243610772122,1.11525305934846,5.49050955125412,4.43370984862804e-05,0.00126992974509079,2.24413952517441,"Blood_vs_Saliva"
"cg04658021",2.25373777827221,-1.75740678325468,5.48786246648809,4.45720267134891e-05,0.00127512425460873,2.23901620797412,"Blood_vs_Saliva"
"cg00806214",1.8440763927719,1.98680755805179,5.48578210971892,4.4757558820038e-05,0.00127889485598385,2.23498912623223,"Blood_vs_Saliva"
"cg23163013",2.04926070997422,2.41818287355785,5.48320295545879,4.49886815995978e-05,0.00128384427002334,2.22999570596228,"Blood_vs_Saliva"
"cg09642075",2.41696930265348,-0.669975998724398,5.48264713456911,4.50386507633597e-05,0.00128384427002334,2.22891948484591,"Blood_vs_Saliva"
"cg06888746",4.38591072917001,-3.28333549297121,5.48179536768867,4.51153370404083e-05,0.00128449192851172,2.22727015329437,"Blood_vs_Saliva"
"cg15066837",-1.62817283112812,1.95954815565627,-5.47971795076124,4.53029363518572e-05,0.00128829210399869,2.22324711949682,"Blood_vs_Saliva"
"cg20008101",2.20845803518715,-1.25472297731729,5.47712476661171,4.55382411329915e-05,0.00129270894280542,2.21822448505632,"Blood_vs_Saliva"
"cg22280238",3.54242294733452,1.88050055039658,5.47681012928346,4.55668768596649e-05,0.00129270894280542,2.21761501708085,"Blood_vs_Saliva"
"cg14023999",2.08760567321163,-0.953413968222075,5.47576517604387,4.5662113326455e-05,0.00129386859690034,2.21559079884471,"Blood_vs_Saliva"
"cg21501175",2.84912877073581,-1.31329619758117,5.47422476030168,4.5802880504772e-05,0.0012963141043693,2.21260654252015,"Blood_vs_Saliva"
"cg05207067",-1.59011243216481,1.85994732619526,-5.47034475677859,4.61594321467378e-05,0.00130485368640933,2.20508842216521,"Blood_vs_Saliva"
"cg12708994",2.48071154107224,-1.94330345143515,5.46712821385173,4.64571849291014e-05,0.00131171282999107,2.19885437904198,"Blood_vs_Saliva"
"cg01168584",1.92719325809339,-1.45132347771454,5.45797335011661,4.73155325796696e-05,0.00133436529201575,2.18110381826099,"Blood_vs_Saliva"
"cg07595906",-1.72286566503242,2.30789314912031,-5.45696524749093,4.74110452919291e-05,0.00133437253356455,2.17914852297195,"Blood_vs_Saliva"
"cg23162598",-3.54296035335366,1.63526563354637,-5.45602483668825,4.75003237825497e-05,0.00133437253356455,2.17732440280375,"Blood_vs_Saliva"
"cg02147126",2.16168403583514,-1.45682399052064,5.45570966510373,4.75302835657835e-05,0.00133437253356455,2.17671303709536,"Blood_vs_Saliva"
"cg09850478",2.08007219546722,2.93922851531916,5.45559840964268,4.75408640115834e-05,0.00133437253356455,2.17649722214184,"Blood_vs_Saliva"
"cg00219816",2.48112855772726,-1.04085421037526,5.4550180469032,4.75960961682337e-05,0.00133437253356455,2.17537140014158,"Blood_vs_Saliva"
"cg12024104",1.80692733534685,-1.09693775606001,5.45331137883264,4.7758900632623e-05,0.00133657287935364,2.17206045201021,"Blood_vs_Saliva"
"cg08324090",2.12286445219403,-0.719483573055455,5.45270562228623,4.78168236481737e-05,0.00133657287935364,2.1708851894796,"Blood_vs_Saliva"
"cg14609407",2.38017405403118,-1.95452222262497,5.45243167723266,4.78430423161624e-05,0.00133657287935364,2.17035367761625,"Blood_vs_Saliva"
"cg00010078",2.22098271145258,-0.963464771291814,5.4513158329189,4.79499905335069e-05,0.00133684984791946,2.16818860133,"Blood_vs_Saliva"
"cg24566595",-2.04072384382446,2.24161234885674,-5.45115644310637,4.79652873759861e-05,0.00133684984791946,2.16787932363676,"Blood_vs_Saliva"
"cg25246246",2.07111686329841,-1.33038654941463,5.44812364770162,4.82573093000162e-05,0.00134341576135554,2.16199390601379,"Blood_vs_Saliva"
"cg04043455",2.49412837451212,-1.04355880263811,5.4447606506532,4.85832700038009e-05,0.00135091003811971,2.15546631375679,"Blood_vs_Saliva"
"cg06841648",-1.59454857092357,1.71668046941667,-5.4440803275973,4.86494863691217e-05,0.00135117278244788,2.15414562627767,"Blood_vs_Saliva"
"cg16847428",2.31650550813109,-0.977833054935561,5.44238544378912,4.88148556907165e-05,0.00135418554213337,2.15085514783634,"Blood_vs_Saliva"
"cg11100795",2.1717722330207,-0.988779334846172,5.44037766401945,4.90115043600447e-05,0.00135805800556203,2.14695672849556,"Blood_vs_Saliva"
"cg05569447",1.90574773609488,1.56345078555609,5.43956735573506,4.90910998301642e-05,0.00135814002011426,2.14538324081139,"Blood_vs_Saliva"
"cg21679730",-2.00019367478315,2.1382699736592,-5.43918622308599,4.91285840399286e-05,0.00135814002011426,2.14464311359155,"Blood_vs_Saliva"
"cg12656896",2.76654031504589,-1.87823482363559,5.43822234848655,4.92235123713897e-05,0.00135918566295106,2.14277126757637,"Blood_vs_Saliva"
"cg06618764",4.04463015138288,2.51527392878039,5.43498828663048,4.95434068168051e-05,0.00136643356784889,2.13648984083185,"Blood_vs_Saliva"
"cg16657152",2.45283214901902,-2.03806654033526,5.42868095248665,5.01734721246357e-05,0.00138220947165576,2.12423541660973,"Blood_vs_Saliva"
"cg24162781",2.1182461457327,-1.04078150870805,5.42790101425811,5.02519551892193e-05,0.00138277114151884,2.12271973151458,"Blood_vs_Saliva"
"cg08667128",2.81067414715214,-1.57100099365495,5.4249577584693,5.05492687561506e-05,0.001389346068053,2.11699928218109,"Blood_vs_Saliva"
"cg17125472",2.28803416386367,-1.01736517029555,5.42256391323301,5.07924204081527e-05,0.00139441890490756,2.11234583654739,"Blood_vs_Saliva"
"cg08467103",2.05323599459749,-1.69305373109479,5.42042584444129,5.10106111862909e-05,0.00139879558462684,2.10818897943208,"Blood_vs_Saliva"
"cg16647844",2.74224566121388,-2.35982650901011,5.41617747544953,5.14470308138784e-05,0.00140838951901166,2.09992751686154,"Blood_vs_Saliva"
"cg23927970",3.45594770073214,-2.05473176299284,5.41544357854752,5.15228103776909e-05,0.00140838951901166,2.09850013256257,"Blood_vs_Saliva"
"cg07092805",2.15055480049323,-0.938589550544447,5.41523631236071,5.15442327694595e-05,0.00140838951901166,2.09809700011924,"Blood_vs_Saliva"
"cg02331303",2.22773176713922,-1.86810534057423,5.41472458696494,5.15971624476164e-05,0.00140838951901166,2.09710167142722,"Blood_vs_Saliva"
"cg14408412",-1.66424438412552,2.34221285847424,-5.4138760046039,5.16850580196622e-05,0.00140917268153952,2.0954510671719,"Blood_vs_Saliva"
"cg27598107",2.69116729172975,-1.57724572750292,5.41024505641057,5.20628956146628e-05,0.00141785016180801,2.08838735681258,"Blood_vs_Saliva"
"cg11852794",-2.22820228463768,1.96361224451072,-5.40760085270778,5.23398429674933e-05,0.0014237633626426,2.08324221757532,"Blood_vs_Saliva"
"cg21402921",5.49311273545156,-3.80176123157003,5.40453995270194,5.26623311138704e-05,0.00143090046252551,2.07728514976636,"Blood_vs_Saliva"
"cg07076915",2.57447679150508,-1.41717714392197,5.40332681306786,5.27907102539105e-05,0.00143215625654281,2.0749238291667,"Blood_vs_Saliva"
"cg17797940",1.97812932725397,-0.8760037482758,5.40296663229765,5.28288880448949e-05,0.00143215625654281,2.07422271774653,"Blood_vs_Saliva"
"cg05875463",2.43563276772461,-1.88169821635369,5.40095863740935,5.30422500015094e-05,0.00143630447615009,2.07031374398289,"Blood_vs_Saliva"
"cg18023065",2.97021213594027,-1.81918852797455,5.39753585294968,5.34079915745631e-05,0.0014445647902929,2.06364940961836,"Blood_vs_Saliva"
"cg12515917",2.10985225359021,-1.30429018461134,5.39553461987084,5.36230363640908e-05,0.001448734973369,2.05975221759153,"Blood_vs_Saliva"
"cg21574244",2.23502343964384,-1.42159511219109,5.39336213129735,5.3857493983591e-05,0.00145341958253677,2.05552094742863,"Blood_vs_Saliva"
"cg00400448",2.95011169435066,2.32555155040312,5.39198379897431,5.40067927965836e-05,0.00145546068759285,2.0528361133072,"Blood_vs_Saliva"
"cg02009088",-3.27493528799071,-4.20740887654048,-5.3915356638146,5.40554259235393e-05,0.00145546068759285,2.05196314519903,"Blood_vs_Saliva"
"cg26032317",-1.50856065419741,1.67470043023078,-5.39056131462961,5.41613213528795e-05,0.00145666414784321,2.05006502328192,"Blood_vs_Saliva"
"cg02059927",2.21711106828026,-1.46191856726139,5.38864753390235,5.43699400178345e-05,0.00145926948673378,2.04633645170158,"Blood_vs_Saliva"
"cg17072494",2.36393055897994,-0.842090948534023,5.38825291053746,5.44130602580167e-05,0.00145926948673378,2.04556755902479,"Blood_vs_Saliva"
"cg02901136",2.34315544647662,-1.14500588874972,5.38798716014993,5.44421184866649e-05,0.00145926948673378,2.04504975411435,"Blood_vs_Saliva"
"cg20122645",3.2980712749607,1.98064802831013,5.3869535536975,5.45552893535322e-05,0.00146065803958692,2.04303572464039,"Blood_vs_Saliva"
"cg08287903",-2.92888293306392,1.03961312918886,-5.38552515473198,5.4712085676492e-05,0.00146255121311124,2.0402522011032,"Blood_vs_Saliva"
"cg13932501",2.37862292650889,-1.06559085345219,5.38505582547748,5.47637055615628e-05,0.00146255121311124,2.03933756196656,"Blood_vs_Saliva"
"cg04250451",3.0795933902346,2.66969696886764,5.38463222746644,5.48103387150335e-05,0.00146255121311124,2.03851202093101,"Blood_vs_Saliva"
"cg24292612",2.13130257937412,-1.7587446061443,5.37849580047423,5.54904956821766e-05,0.00147904230484565,2.02655032374513,"Blood_vs_Saliva"
"cg03398989",-2.70769068469268,2.26837270549858,-5.37573402189047,5.57994412236209e-05,0.00148422851891326,2.02116525346861,"Blood_vs_Saliva"
"cg16728323",-1.64399232867646,1.9183128652423,-5.37564181965173,5.58097859182998e-05,0.00148422851891326,2.02098545577289,"Blood_vs_Saliva"
"cg07160871",2.31681750514219,-1.65454140294873,5.37232982011326,5.61826913493433e-05,0.00149247814676012,2.01452622557848,"Blood_vs_Saliva"
"cg14663914",2.65286845670333,-2.07940308372676,5.37052933201265,5.6386488519597e-05,0.00149622207329258,2.01101424143804,"Blood_vs_Saliva"
"cg05983315",2.35181495474628,-1.8953649004382,5.36970193118799,5.64803972615514e-05,0.00149704500625774,2.00940019838134,"Blood_vs_Saliva"
"cg17959183",1.91006608743313,-1.3224053901286,5.36557949253145,5.69506950106021e-05,0.00150642867372776,2.00135711134829,"Blood_vs_Saliva"
"cg05729480",2.06334106673197,-1.45252591723978,5.36548952541083,5.69610035440292e-05,0.00150642867372776,2.00118155707431,"Blood_vs_Saliva"
"cg11919336",2.52403118498263,-2.07107412379838,5.35796463541819,5.78300543527409e-05,0.00152771470999327,1.98649451712663,"Blood_vs_Saliva"
"cg26482939",2.3700822183855,-1.67853453935006,5.35572703734002,5.80911009482515e-05,0.00153290951748368,1.98212581335522,"Blood_vs_Saliva"
"cg27624327",2.44202508266424,0.391443698108384,5.35156786994451,5.85795550159763e-05,0.00154408700829487,1.97400375454368,"Blood_vs_Saliva"
"cg08243626",2.57221920904433,-1.78725478155086,5.34230179164529,5.96830377016743e-05,0.00157110862084281,1.95590108813422,"Blood_vs_Saliva"
"cg26671848",-2.21153399686046,1.40745168122136,-5.34185556438543,5.97367154803271e-05,0.00157110862084281,1.95502904574079,"Blood_vs_Saliva"
"cg19082496",2.20217221125413,-1.48292950453047,5.34114801696112,5.98219300587951e-05,0.00157161322214066,1.95364626583118,"Blood_vs_Saliva"
"cg27230882",2.30243376602138,-1.52168045242141,5.33896878282387,6.00851770468337e-05,0.00157678873656972,1.94938693444517,"Blood_vs_Saliva"
"cg18088486",-2.75186701496705,3.1974295705303,-5.33447211698357,6.06321426316107e-05,0.00158843372295927,1.94059629161848,"Blood_vs_Saliva"
"cg09359810",-1.68121409072814,1.65893920258381,-5.33422465410552,6.0662391991008e-05,0.00158843372295927,1.94011244719841,"Blood_vs_Saliva"
"cg01676795",2.39376031931584,-1.0076985839608,5.33211856080856,6.09204664359577e-05,0.00159343839792161,1.93599426243777,"Blood_vs_Saliva"
"cg16162970",2.76473088066532,-1.62079076731016,5.33053179365062,6.11156508885144e-05,0.00159678893792362,1.93289118609887,"Blood_vs_Saliva"
"cg26115633",3.2191812151469,-2.5775546487309,5.32857332832477,6.1357445365727e-05,0.00160134859056473,1.92906078633715,"Blood_vs_Saliva"
"cg26215727",2.10763150564253,-1.728282266319,5.32799248220318,6.14293465823503e-05,0.00160146912086868,1.92792466594351,"Blood_vs_Saliva"
"cg22195627",3.13528153778196,-2.73245079594956,5.32486758480029,6.18176602271528e-05,0.00160982926556531,1.92181172595325,"Blood_vs_Saliva"
"cg01088404",2.34326078199953,-2.01265351451244,5.32355633980927,6.19813534240036e-05,0.00161153901759742,1.91924630079563,"Blood_vs_Saliva"
"cg02309841",2.20708331676903,-1.19778204656451,5.32325746324238,6.20187270027407e-05,0.00161153901759742,1.91866152478366,"Blood_vs_Saliva"
"cg13027183",2.2448472443183,-1.06406076065475,5.31983549057914,6.24482916111126e-05,0.00161944130397268,1.9119653707999,"Blood_vs_Saliva"
"cg26530485",2.76177401096478,-1.99178814522812,5.31882501918721,6.25757224330972e-05,0.00161944130397268,1.9099877916031,"Blood_vs_Saliva"
"cg15481493",2.34404628212502,-0.945138336578586,5.31880298697152,6.2578503902724e-05,0.00161944130397268,1.90994467125779,"Blood_vs_Saliva"
"cg08398132",2.15747723773595,-0.858276726693384,5.31867240427741,6.25949920029773e-05,0.00161944130397268,1.909689100137,"Blood_vs_Saliva"
"cg15418499",2.08377003688529,-1.83459850757715,5.31245475903496,6.33852665790151e-05,0.0016367785012975,1.89751773560516,"Blood_vs_Saliva"
"cg25378920",-1.728524184391,1.83472533969902,-5.31231892220878,6.34026459203553e-05,0.0016367785012975,1.8972517745649,"Blood_vs_Saliva"
"cg10202975",2.4415442629122,-1.30387868452374,5.31141094202921,6.35189415119852e-05,0.00163779894941789,1.89547394070877,"Blood_vs_Saliva"
"cg22433862",2.50328933408257,2.00804475800585,5.31093652593698,6.35797928435482e-05,0.00163779894941789,1.89454498895406,"Blood_vs_Saliva"
"cg26697605",2.59353686602762,-1.76103026661046,5.30719672191525,6.40615880939044e-05,0.00164842585925526,1.88722112445074,"Blood_vs_Saliva"
"cg02520804",1.97162556020736,-1.28905619603976,5.29844471900737,6.52038479148583e-05,0.00167499184828942,1.87007485414371,"Blood_vs_Saliva"
"cg05277122",2.48625038984156,1.41222134231915,5.29792958120208,6.52717306038173e-05,0.00167499184828942,1.86906534077428,"Blood_vs_Saliva"
